random_state,k,perturb_method,top_features_label0,top_features_label1,AOPC_label0,AOPC_label1
1462,3,median,"[41, 25, 17]","[17, 25, 41]",-0.008485682772249308,0.028459950867626402
1462,3,marginal,"[41, 25, 17]","[17, 25, 41]",-0.16076621152198772,0.11771421464315306
1462,3,zero,"[41, 25, 17]","[17, 25, 41]",0.18113270372579096,-0.019708369496381946
1462,4,mean,"[41, 25, 17, 24]","[17, 25, 41, 42]",0.007434096769031642,0.02756392014109426
1462,4,median,"[41, 25, 17, 24]","[17, 25, 41, 42]",-0.010900127881557746,0.036144544991354145
1462,4,marginal,"[41, 25, 17, 24]","[17, 25, 41, 42]",-0.03590205642419533,0.11249985600200792
1462,4,zero,"[41, 25, 17, 24]","[17, 25, 41, 42]",0.21877177222589492,-0.02954860171303153
1462,5,mean,"[41, 25, 17, 24, 5]","[17, 25, 41, 42, 5]",-0.0014370320923148148,0.026757244072440598
1462,5,median,"[41, 25, 17, 24, 5]","[17, 25, 41, 42, 5]",-0.026788666040005134,0.03674410542266236
1462,5,marginal,"[41, 25, 17, 24, 5]","[17, 25, 41, 42, 5]",0.17610895400861237,0.08851663168105814
1462,5,zero,"[41, 25, 17, 24, 5]","[17, 25, 41, 42, 5]",0.25859193867043506,-0.06583972580523954
1512,1,mean,[42],[42],0.033814388261785795,-0.03652824758682982
1512,1,median,[42],[42],0.02394199602371643,-0.030782067755757855
1512,1,marginal,[42],[42],-0.06538514849677014,0.1392615083053291
1512,1,zero,[42],[42],0.15131876794574023,-0.07076843523868269
1512,2,mean,"[42, 25]","[42, 25]",0.06773371942394663,-0.09743580066788127
1512,2,median,"[42, 25]","[42, 25]",0.03990662705885842,-0.08798078436302603
1512,2,marginal,"[42, 25]","[42, 25]",-0.06922844070988597,0.06329297954875478
1512,2,zero,"[42, 25]","[42, 25]",0.21518620328459567,-0.12448102312312888
1512,3,mean,"[42, 25, 5]","[42, 25, 5]",0.10367919928317451,-0.10366080295554841
1512,3,median,"[42, 25, 5]","[42, 25, 5]",0.06964768926923916,-0.09824060478624436
1512,3,marginal,"[42, 25, 5]","[42, 25, 5]",0.01166036645537185,-0.031635516224923776
1512,3,zero,"[42, 25, 5]","[42, 25, 5]",0.21968173048609493,-0.19985965053597787
1512,4,mean,"[42, 25, 5, 32]","[42, 25, 5, 32]",0.12147077950168168,-0.048495399843684735
1512,4,median,"[42, 25, 5, 32]","[42, 25, 5, 32]",0.10088482992386488,-0.05019546328831995
1512,4,marginal,"[42, 25, 5, 32]","[42, 25, 5, 32]",0.09455568482111257,0.032435029632324586
1512,4,zero,"[42, 25, 5, 32]","[42, 25, 5, 32]",0.26545316167587674,-0.21370732281300459
1512,5,mean,"[42, 25, 5, 32, 28]","[42, 25, 5, 32, 28]",0.12523169888238994,-0.05711766239174823
1512,5,median,"[42, 25, 5, 32, 28]","[42, 25, 5, 32, 28]",0.08589394765530588,-0.08567594496829163
1512,5,marginal,"[42, 25, 5, 32, 28]","[42, 25, 5, 32, 28]",0.10482295410948074,-0.052383358641438664
1512,5,zero,"[42, 25, 5, 32, 28]","[42, 25, 5, 32, 28]",0.32976707595042903,-0.21546238820115426
1431,1,mean,[41],[3],0.009068795793785353,0.02363389913247934
1431,1,median,[41],[3],0.004973941081414141,0.023671733294927087
1431,1,marginal,[41],[3],0.1790572338707328,-0.057099577083135955
1431,1,zero,[41],[3],0.014643271714613472,0.012779907199169079
1431,2,mean,"[41, 38]","[3, 41]",0.06912731735908433,-0.007822262887762358
1431,2,median,"[41, 38]","[3, 41]",0.011378684553549167,-0.012026404490685448
1431,2,marginal,"[41, 38]","[3, 41]",0.17847212049890365,-0.12045106040918305
1431,2,zero,"[41, 38]","[3, 41]",0.07987981250579995,-0.0705982990800224
1431,3,mean,"[41, 38, 3]","[3, 41, 38]",-0.020364559723453406,-0.004845979406337182
1431,3,median,"[41, 38, 3]","[3, 41, 38]",-0.042891828349845014,-0.008383093943568664
1431,3,marginal,"[41, 38, 3]","[3, 41, 38]",0.1844300284435363,-0.10131239082861263
1431,3,zero,"[41, 38, 3]","[3, 41, 38]",0.05979317020596575,-0.07252887451166036
1431,4,mean,"[41, 38, 3, 25]","[3, 41, 38, 10]",-0.023859825002227938,-0.06181553004605051
1431,4,median,"[41, 38, 3, 25]","[3, 41, 38, 10]",-0.043077878257657146,-0.061947914921172645
1431,4,marginal,"[41, 38, 3, 25]","[3, 41, 38, 10]",0.19526171428396333,-0.14780233604184245
1431,4,zero,"[41, 38, 3, 25]","[3, 41, 38, 10]",0.1445995528552235,-0.07781822440273782
1431,5,mean,"[41, 38, 3, 25, 11]","[3, 41, 38, 10, 36]",-0.0432929664121337,-0.07346056469004207
1431,5,median,"[41, 38, 3, 25, 11]","[3, 41, 38, 10, 36]",-0.044770901677312396,-0.07368462843833885
1431,5,marginal,"[41, 38, 3, 25, 11]","[3, 41, 38, 10, 36]",0.16420773065935354,-0.15583322050364445
1431,5,zero,"[41, 38, 3, 25, 11]","[3, 41, 38, 10, 36]",0.1304200200939586,-0.08285543908494639
1651,1,mean,[13],[5],-0.16252752290052377,4.54130626860119e-08
1651,1,median,[13],[5],-0.15549886904155585,4.5980725969587054e-07
1651,1,marginal,[13],[5],-0.08901282088424195,0.00026247047242664153
1651,1,zero,[13],[5],-0.21620265534329647,-5.676632835751488e-09
1651,2,mean,"[13, 1]","[5, 38]",-0.2555928527889135,0.00012344121932983398
1651,2,median,"[13, 1]","[5, 38]",-0.258166258068144,0.00022334428060622442
1651,2,marginal,"[13, 1]","[5, 38]",-0.20432023487861367,0.04301095470076516
1651,2,zero,"[13, 1]","[5, 38]",-0.24179705646291721,4.581042698451451e-06
1651,3,mean,"[13, 1, 5]","[5, 38, 29]",-0.2984702597468391,1.7029898507254463e-08
1651,3,median,"[13, 1, 5]","[5, 38, 29]",-0.30027468157798876,4.4845399402436755e-07
1651,3,marginal,"[13, 1, 5]","[5, 38, 29]",-0.10768420450565465,0.041008055210113525
1651,3,zero,"[13, 1, 5]","[5, 38, 29]",-0.23659021321327275,-5.676632835751488e-09
1651,4,mean,"[13, 1, 5, 8]","[5, 38, 29, 27]",-0.2417793598650221,4.54130626860119e-08
1651,4,median,"[13, 1, 5, 8]","[5, 38, 29, 27]",-0.23390049742723,5.279268537248884e-07
1651,4,marginal,"[13, 1, 5, 8]","[5, 38, 29, 27]",0.03226335588185087,0.047010491602122784
1651,4,zero,"[13, 1, 5, 8]","[5, 38, 29, 27]",-0.24266632768646795,-5.676632835751488e-09
1651,5,mean,"[13, 1, 5, 8, 29]","[5, 38, 29, 27, 41]",-0.18647236050156238,5.676632835751488e-08
1651,5,median,"[13, 1, 5, 8, 29]","[5, 38, 29, 27, 41]",-0.19226472615075635,1.4986310686383928e-06
1651,5,marginal,"[13, 1, 5, 8, 29]","[5, 38, 29, 27, 41]",0.19399091915594321,8.852708907354445e-06
1651,5,zero,"[13, 1, 5, 8, 29]","[5, 38, 29, 27, 41]",-0.1419034867010255,-5.676632835751488e-09
1013,1,mean,[5],[5],0.0033806819835338806,-0.011127563814322153
1013,1,median,[5],[5],0.0022886713809447835,-0.006637285153071086
1013,1,marginal,[5],[5],-0.29058379288830516,0.15231232324408162
1013,1,zero,[5],[5],0.11609576699455143,-0.03559924827681647
1013,2,mean,"[5, 1]","[5, 1]",-0.083897450670242,-0.0036807035406430564
1013,2,median,"[5, 1]","[5, 1]",-0.10927977217311814,0.011665226684676277
1013,2,marginal,"[5, 1]","[5, 1]",-0.4375082706703021,0.15238046957852525
1013,2,zero,"[5, 1]","[5, 1]",0.0985431947027422,-0.03729651702774896
1013,3,mean,"[5, 1, 4]","[5, 1, 4]",-0.09777322708916675,-0.020510635442203946
1013,3,median,"[5, 1, 4]","[5, 1, 4]",-0.1495139131070573,0.0019677215152316624
1013,3,marginal,"[5, 1, 4]","[5, 1, 4]",-0.3886022349490001,0.2668562099602746
1013,3,zero,"[5, 1, 4]","[5, 1, 4]",0.1073416573677706,-0.0606104400422838
1013,4,mean,"[5, 1, 4, 39]","[5, 1, 4, 25]",-0.0725218011894463,0.026047691702842712
1013,4,median,"[5, 1, 4, 39]","[5, 1, 4, 25]",-0.1357950115945338,0.07311116324530707
1013,4,marginal,"[5, 1, 4, 39]","[5, 1, 4, 25]",-0.20290517094321736,0.47354151923660637
1013,4,zero,"[5, 1, 4, 39]","[5, 1, 4, 25]",0.24939447672545612,-0.05975430541568332
1013,5,mean,"[5, 1, 4, 39, 9]","[5, 1, 4, 25, 39]",-0.13577858157032097,0.045150152924988
1013,5,median,"[5, 1, 4, 39, 9]","[5, 1, 4, 25, 39]",-0.1893558740868381,0.09364878117210335
1013,5,marginal,"[5, 1, 4, 39, 9]","[5, 1, 4, 25, 39]",-0.09670289656176262,0.5036810654906831
1013,5,zero,"[5, 1, 4, 39, 9]","[5, 1, 4, 25, 39]",0.25859904962853697,-0.05642666088210212
1690,1,mean,[24],[24],0.061304859694205106,-0.005683531363805135
1690,1,median,[24],[24],0.048251003325058106,-0.005861143271128337
1690,1,marginal,[24],[24],0.006766226720028422,0.003268639246622721
1690,1,zero,[24],[24],0.07759254446496949,-0.003179346521695455
1690,2,mean,"[24, 41]","[24, 41]",0.005656731050278673,-0.006888409455617269
1690,2,median,"[24, 41]","[24, 41]",0.007958122961659922,-0.007051487763722737
1690,2,marginal,"[24, 41]","[24, 41]",0.001160250103714631,0.025327622890472412
1690,2,zero,"[24, 41]","[24, 41]",0.010189925205662524,-0.0028657217820485434
1690,3,mean,"[24, 41, 38]","[24, 41, 38]",0.004714571221773767,0.002994964520136515
1690,3,median,"[24, 41, 38]","[24, 41, 38]",0.0028475054907646513,0.0011790692806243896
1690,3,marginal,"[24, 41, 38]","[24, 41, 38]",-0.005098494977334843,0.10608948022127151
1690,3,zero,"[24, 41, 38]","[24, 41, 38]",0.02143292601266684,0.01459286113580068
1690,4,mean,"[24, 41, 38, 15]","[24, 41, 38, 15]",0.006623734743562121,-0.003807509938875834
1690,4,median,"[24, 41, 38, 15]","[24, 41, 38, 15]",0.0035239817179513327,-0.004472975929578145
1690,4,marginal,"[24, 41, 38, 15]","[24, 41, 38, 15]",0.0215185727125644,0.19211740947018066
1690,4,zero,"[24, 41, 38, 15]","[24, 41, 38, 15]",0.029824261425636062,0.018796473741531372
1690,5,mean,"[24, 41, 38, 15, 33]","[24, 41, 38, 15, 43]",0.03385582448568957,-0.004623254140218099
1690,5,median,"[24, 41, 38, 15, 33]","[24, 41, 38, 15, 43]",0.028238243639570327,-0.0053658684094746905
1690,5,marginal,"[24, 41, 38, 15, 33]","[24, 41, 38, 15, 43]",0.12184277937484689,0.2205334244451175
1690,5,zero,"[24, 41, 38, 15, 33]","[24, 41, 38, 15, 43]",0.07363676785980022,0.02053748071193695
1515,1,mean,[15],[15],0.0005826693280969256,-0.01634886348620057
1515,1,median,[15],[15],0.00043253288713467064,-0.017511334270238876
1515,1,marginal,[15],[15],-0.00012182888009012321,-0.025225442834198475
1515,1,zero,[15],[15],0.025444640718261868,-0.016067792661488056
1515,2,mean,"[15, 42]","[15, 42]",0.023203116018441973,-0.01911805709823966
1515,2,median,"[15, 42]","[15, 42]",0.019004730141296708,-0.019586083013564348
1515,2,marginal,"[15, 42]","[15, 42]",-0.00035401560045077857,-0.02574497601017356
1515,2,zero,"[15, 42]","[15, 42]",0.17463164304805182,-0.055501389782875776
1515,3,mean,"[15, 42, 10]","[15, 42, 40]",0.17537133799800542,-0.009983849711716175
1515,3,median,"[15, 42, 10]","[15, 42, 40]",0.15959163310860947,-0.009542196057736874
1515,3,marginal,"[15, 42, 10]","[15, 42, 40]",0.2511980947942073,-0.06060764892026782
1515,3,zero,"[15, 42, 10]","[15, 42, 40]",0.20357893119474124,-0.06612462690100074
1515,4,mean,"[15, 42, 10, 40]","[15, 42, 40, 24]",0.20988285187114164,-0.011699615512043238
1515,4,median,"[15, 42, 10, 40]","[15, 42, 40, 24]",0.19434367051241674,-0.010070094838738441
1515,4,marginal,"[15, 42, 10, 40]","[15, 42, 40, 24]",0.24473660169555844,-0.05286531476303935
1515,4,zero,"[15, 42, 10, 40]","[15, 42, 40, 24]",0.28413657468029274,-0.07004079828038812
1515,5,mean,"[15, 42, 10, 40, 3]","[15, 42, 40, 24, 23]",0.17151325824877584,-0.006625344045460224
1515,5,median,"[15, 42, 10, 40, 3]","[15, 42, 40, 24, 23]",0.14792242191586136,-0.004034091718494892
1515,5,marginal,"[15, 42, 10, 40, 3]","[15, 42, 40, 24, 23]",0.06451191566580017,-0.058561479207128286
1515,5,zero,"[15, 42, 10, 40, 3]","[15, 42, 40, 24, 23]",0.3609062557584327,-0.07100655743852258
1997,1,mean,[17],[17],-0.021167528769791107,-0.004150060710501215
1997,1,median,[17],[17],-0.017220722087671777,-0.0019481615323958725
1997,1,marginal,[17],[17],0.0520879842926431,-0.017132330730513283
1997,1,zero,[17],[17],-0.019095345642302,-0.007842144287584734
1997,2,mean,"[17, 3]","[17, 2]",-0.016016865481344646,-0.005227324694338864
1997,2,median,"[17, 3]","[17, 2]",-0.014633142852670047,-0.0032665857684935026
1997,2,marginal,"[17, 3]","[17, 2]",0.08753721126838063,-0.02585620212454975
1997,2,zero,"[17, 3]","[17, 2]",-0.004831034491363995,-0.014912395497707747
1997,3,mean,"[17, 3, 2]","[17, 2, 3]",-0.018199102975764346,-0.012262262045185017
1997,3,median,"[17, 3, 2]","[17, 2, 3]",-0.01577195045460464,-0.009736329761177205
1997,3,marginal,"[17, 3, 2]","[17, 2, 3]",0.13264321650191446,-0.03470901580144057
1997,3,zero,"[17, 3, 2]","[17, 2, 3]",-0.013755810641489829,-0.03700929053794143
1997,4,mean,"[17, 3, 2, 0]","[17, 2, 3, 0]",0.04020639792990394,-0.012489984842149766
1997,4,median,"[17, 3, 2, 0]","[17, 2, 3, 0]",0.04218363000112226,-0.012377666793703423
1997,4,marginal,"[17, 3, 2, 0]","[17, 2, 3, 0]",0.0984668929097845,-0.054170203010314784
1997,4,zero,"[17, 3, 2, 0]","[17, 2, 3, 0]",-0.020029930197563658,-0.012469772865658561
1997,5,mean,"[17, 3, 2, 0, 11]","[17, 2, 3, 0, 11]",0.03304046294660678,-0.012657478498395307
1997,5,median,"[17, 3, 2, 0, 11]","[17, 2, 3, 0, 11]",0.04381842854537175,-0.008381613448426802
1997,5,marginal,"[17, 3, 2, 0, 11]","[17, 2, 3, 0, 11]",0.09611903220292085,-0.06680153864124741
1997,5,zero,"[17, 3, 2, 0, 11]","[17, 2, 3, 0, 11]",-0.054903219731624125,-0.014632814388686053
1549,1,mean,[39],[39],0.016702575995295846,0.08266737378047158
1549,1,median,[39],[39],-0.03029048469882356,0.08298868662677705
1549,1,marginal,[39],[39],-0.010576438862067952,0.08307110766569774
1549,1,zero,[39],[39],0.15203240715860708,0.021021470427513123
1549,2,mean,"[39, 38]","[39, 38]",0.030592864917225977,0.0814545910495023
1549,2,median,"[39, 38]","[39, 38]",-0.018814402136107668,0.08295837622911979
1549,2,marginal,"[39, 38]","[39, 38]",0.04005419966767011,0.08301938183528061
1549,2,zero,"[39, 38]","[39, 38]",0.1728625943663669,0.0005382746458053589
1549,3,mean,"[39, 38, 25]","[39, 38, 25]",0.11596517297894411,0.06245146691799164
1549,3,median,"[39, 38, 25]","[39, 38, 25]",-0.0015899009657181263,0.0824337974190712
1549,3,marginal,"[39, 38, 25]","[39, 38, 25]",0.039860818522931656,0.08293514811278631
1549,3,zero,"[39, 38, 25]","[39, 38, 25]",0.22501236533092325,7.514655590057373e-05
1549,4,mean,"[39, 38, 25, 41]","[39, 38, 25, 41]",0.12314549744039494,0.024042720595995586
1549,4,median,"[39, 38, 25, 41]","[39, 38, 25, 41]",0.02250173829124641,0.08229843356336157
1549,4,marginal,"[39, 38, 25, 41]","[39, 38, 25, 41]",0.0824886742776571,0.08286418032366782
1549,4,zero,"[39, 38, 25, 41]","[39, 38, 25, 41]",0.18117376700066454,-2.4000803629557293e-05
1549,5,mean,"[39, 38, 25, 41, 42]","[39, 38, 25, 41, 42]",0.054681635482563294,0.005807394782702128
1549,5,median,"[39, 38, 25, 41, 42]","[39, 38, 25, 41, 42]",-0.040769035891272315,0.08215285457360248
1549,5,marginal,"[39, 38, 25, 41, 42]","[39, 38, 25, 41, 42]",0.11122407586773404,0.08298382995417342
1549,5,zero,"[39, 38, 25, 41, 42]","[39, 38, 25, 41, 42]",0.26918903616165385,-3.0159950256347656e-05
